LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
23300,27793,50177,DebtCon,Other,16,0,0,136.401603,1,24,28.0529211
23300,103783,132612,DebtCon,Sales,1,0,,120.3479666,0,19,203.3121487
23300,91957,135827,DebtCon,ProfExe,,0,1,203.0716875,0,20,27.83335613
23300,88825,104609,HomeImp,,8,,,,,,28.01323884
23300,89847,136259,DebtCon,ProfExe,,0,0,210.0161196,0,21,29.77994226
23400,64332,95770,HomeImp,Office,13,0,0,128.2392225,0,13,35.15764561
23400,81379,105005,DebtCon,Other,,0,0,186.8909246,1,24,37.88976871
23400,91165,99564,HomeImp,,8,,,,,,28.97862141
23400,72262,94646,DebtCon,Other,2,0,0,105.9992656,1,29,31.8406351
23400,89427,106590,HomeImp,,6,,,,,,29.37165152
23400,48549,68957,DebtCon,Office,6,0,0,172.8107266,1,27,34.4567622
23400,125750,165732,DebtCon,ProfExe,6,0,0,195.0845391,0,38,20.73303164
23400,97865,120172,DebtCon,Self,2,0,0,200.5757523,1,26,36.39872872
23400,35634,61149,DebtCon,Other,,0,0,204.6427862,0,13,41.11515894
23400,89226,119604,DebtCon,Self,3,0,0,221.6813833,1,26,34.5562014
23400,90924,116819,DebtCon,Other,24,0,0,245.8978616,1,27,40.85742704
23400,45766,66192,DebtCon,Other,26,0,0,284.7815723,2,32,35.9367948
23500,95289,122273,HomeImp,Mgr,9,0,0,118.6161343,1,23,30.44727454
23500,,90205,HomeImp,Other,9,0,0,169.0149735,0,16,38.69873592
23500,90246,119320,DebtCon,Other,22,0,0,239.2596449,1,26,41.33669648
23500,52457,77436,DebtCon,Other,16,0,0,,0,0,33.56876627
23500,18989,51607,DebtCon,Other,26,0,1,206.765495,0,24,27.55140882
23500,44952,70191,DebtCon,Office,6,0,0,164.9639399,1,26,35.78815771
23500,68049,93394,DebtCon,Mgr,6,0,0,191.1124423,2,18,32.13282224
23500,133197,168990,DebtCon,Other,8,1,0,214.2845994,0,19,36.64262904
23500,48286,81958,DebtCon,Mgr,6,0,0,248.8600943,2,25,32.46730089
23500,54816,87000,DebtCon,Other,3.5,0,1,223.2,0,17,
23500,,143168,DebtCon,Office,10,,,,,,35.73356733
23500,,131203,HomeImp,Other,0,0,0,318.8471298,3,21,31.08415579
23500,146371,179434,DebtCon,ProfExe,6,,,195.1781446,4,43,39.94505447
23500,75708,102198,DebtCon,Mgr,2,,,231.4343159,5,23,42.17978642
23500,,59600,DebtCon,Other,26,0,0,127.8,0,9,
23500,90129,141785,DebtCon,ProfExe,23,1,0,158.9968245,0,25,40.33195033
23500,37858,60890,DebtCon,Other,2,0,0,110.0572738,0,17,19.26843955
23500,65587,87101,DebtCon,Other,3,0,0,83.23800004,2,30,32.03167837
23500,62742,111921,DebtCon,ProfExe,15,0,3,282.9760159,0,36,27.14820546
23500,132737,285749,HomeImp,Mgr,4,0,0,213.3929949,0,14,31.23611381
23500,94109,97194,DebtCon,ProfExe,1,1,0,116.8186482,0,20,35.86611643
23500,,66217,DebtCon,Other,24,0,1,122.1475515,1,8,20.17202126
23500,55731,89079,DebtCon,Mgr,4,0,0,273.6743799,1,25,33.50940904
23500,190239,233603,DebtCon,ProfExe,3,0,0,285.3312927,0,27,39.91648297
23500,147696,118200,,ProfExe,4,0,0,103.6727859,2,34,30.36171141
23500,86144,138953,DebtCon,Other,13,0,0,110.0541983,3,15,41.8416909
23500,62441,97293,DebtCon,Office,1,0,0,152.8327542,0,21,34.53125999
23500,,116983,HomeImp,Other,,0,1,143.4146448,0,10,35.06031985
23600,70769,183593,,Other,11,0,0,367.0984875,1,17,33.78919233
23600,30758,57280,DebtCon,Other,13,0,0,104.3956905,2,24,31.12039863
23600,87875,139025,DebtCon,Other,10,0,0,112.9125146,2,15,38.50589728
23600,136607,172414,DebtCon,Other,6,0,0,226.0402946,0,20,36.97693039
23600,,68208,DebtCon,Other,26,0,0,119.5859013,0,8,20.81825554
23600,50424,70281,DebtCon,Other,24,0,0,312.7384712,4,31,35.77167592
23600,69846,189234,,Other,11,0,0,357.8050619,0,17,30.56428034
23600,36438,80176,DebtCon,ProfExe,10,0,0,289.7015389,0,19,39.92995455
23600,57327,105411,DebtCon,ProfExe,14,0,3,276.1823627,0,35,29.2830325
23600,94908,101678,DebtCon,ProfExe,1,1,0,125.7017044,0,19,33.22431913
23600,141000,175000,DebtCon,Other,2,0,0,192.7666667,0,35,
23600,82639,114266,DebtCon,Other,,0,0,186.1563472,2,25,37.9438682
23600,96452,125277,HomeImp,Mgr,11,0,0,127.359922,1,23,30.98553896
23600,126254,169638,DebtCon,ProfExe,6,0,0,176.7491631,0,38,17.62092021
23600,82407,106431,DebtCon,Other,,0,0,169.8052711,0,24,39.48884444
23600,140284,182591,DebtCon,ProfExe,21,0,0,224.9413467,0,24,41.8717558
23600,56023,83659,DebtCon,Mgr,5,0,0,267.7555345,2,25,32.20078133
23700,76196,100929,DebtCon,Other,17,0,0,180.731154,1,13,41.52602645
23700,,78878,DebtCon,Sales,4,0,0,408.1876462,0,23,24.20093583
23700,57553,101656,HomeImp,ProfExe,19,0,0,648.3284926,0,23,22.84647896
23700,43712,75191,DebtCon,Office,6,0,0,50.71753483,2,18,37.10325125
23700,,78812,DebtCon,Sales,4,0,0,412.0205467,0,24,25.63726309
23700,138632,186585,DebtCon,ProfExe,20,0,0,225.8977256,0,24,42.76682961
23700,144373,180927,DebtCon,ProfExe,5,,,175.8153754,5,43,40.31579003
23700,,46665,DebtCon,Other,,,,85.1283538,,12,24.99135942
23700,46910,75136,DebtCon,Other,10,0,0,119.2312044,1,19,43.829588
23700,93734,98099,HomeImp,,8,,,,,,30.02008799
23700,62949,99295,HomeImp,Office,15,0,0,145.3552803,0,14,36.03276029
23700,76000,106000,DebtCon,Sales,2.6,1,0,138.9666667,2,38,
23700,82983,106877,DebtCon,Other,,0,0,177.0176744,2,24,40.99520822
23700,87141,140428,DebtCon,ProfExe,22,1,0,169.2836314,1,25,40.98061565
23700,104752,143913,HomeImp,,,,,,,,36.76101419
23700,18825,55549,DebtCon,Other,26,0,1,203.8609299,0,25,26.62907739
23700,58068,97948,DebtCon,Office,1,0,0,160.0582364,1,21,34.35546078
23800,74390,186176,,Other,10,0,0,363.1401917,1,16,30.27099531
23800,,71798,HomeImp,Office,6,0,0,119.7119548,2,5,19.62452779
23800,76390,110315,DebtCon,Mgr,7,0,0,275.9553562,2,29,29.71360104
23800,45279,68939,DebtCon,Other,6,0,0,77.22882195,1,19,35.5214873
23800,19612,77300,DebtCon,ProfExe,15,0,6,173.4666667,0,19,
23800,188250,233800,DebtCon,ProfExe,2,0,0,307.5727526,1,27,36.6907244
23800,55753,87971,HomeImp,Other,1,0,0,56.6670994,0,13,64.77572776
23800,9124,41900,DebtCon,Other,28,0,2,120.7333333,1,16,
23800,46884,68142,DebtCon,Other,8,0,0,59.40577506,1,18,35.69663623
23800,,55669,DebtCon,Other,,0,1,308.4251258,0,18,37.65407524
23800,101536,147601,HomeImp,ProfExe,10,0,0,161.2557418,1,23,32.71942124
23800,44372,67279,DebtCon,Other,6,0,0,75.81397134,2,19,36.52956948
23900,7500,26500,DebtCon,Other,17,3,0,126.8333333,2,19,
23900,236803,267036,HomeImp,Self,7,0,0,252.0735449,1,50,38.07409059
23900,,63096,DebtCon,Other,,0,0,313.8097259,0,19,37.51332405
23900,21549,49842,DebtCon,Other,25,0,0,300.2963125,,12,30.20398928
23900,90475,136094,DebtCon,ProfExe,,0,1,207.784271,0,21,30.54921583
23900,70694,95718,HomeImp,Office,11,0,0,138.1673596,0,13,38.56120628
23900,16082,31196,DebtCon,Other,17,2,0,123.3686461,1,19,26.71625685
23900,95060,134567,DebtCon,ProfExe,,0,0,194.2510061,0,20,27.15706127
23900,31992,57986,DebtCon,Other,,0,0,226.2432432,0,12,38.67184311
23900,,105700,DebtCon,Other,0.8,,,,,,
23900,80406,108122,DebtCon,Other,17,0,0,211.9232754,0,13,41.4948398
23900,27800,43403,DebtCon,Other,27,0,0,307.6242388,,12,31.91370468
23900,85097,100730,HomeImp,,9,,,,,,29.50851727
23900,90244,120751,DebtCon,Self,3,0,0,194.9872525,1,26,35.40605965
23900,55284,92305,DebtCon,Other,7,0,0,241.0836493,1,19,37.47975712
23900,,62276,DebtCon,Other,26,0,0,127.024625,0,8,20.40782558
23900,140328,183533,HomeImp,Mgr,8,0,0,322.7881144,0,17,45.41317756
23900,87884,116559,DebtCon,Mgr,23,,0,314.3944934,0,42,37.98813172
23900,,151738,,,,,,,,,16.42639471
24000,43427,68308,DebtCon,Other,25,0,0,302.772262,2,31,34.87185516
24000,96072,122441,HomeImp,Mgr,10,0,0,127.741782,1,24,33.60803731
24000,31243,50602,HomeImp,Self,3,1,,135.1985187,,11,25.35716493
24000,144975,180539,DebtCon,ProfExe,6,,,193.1196811,5,43,39.59359522
24000,43948,86111,HomeImp,Other,24,0,0,258.3035939,0,7,26.61774876
24000,88783,116967,DebtCon,Self,2,0,0,171.5062567,5,23,56.96183857
24000,19500,38000,DebtCon,Other,,0,1,198.9,,17,
24000,16997,45000,DebtCon,Other,25,0,0,118.6666667,1,11,
24000,137000,204963,HomeImp,ProfExe,5,0,0,189.7,1,28,
24000,114196,150000,DebtCon,Mgr,4,0,0,289.1333333,0,25,
24000,59300,88000,DebtCon,Other,16,0,0,97.93333333,1,17,
24000,35000,,DebtCon,Self,3,1,0,177.5,0,16,
24000,136000,,DebtCon,ProfExe,3,1,6,303.2942857,1,27,
24000,18655,48800,HomeImp,Other,3,0,0,65.96666667,3,12,
24000,239568,266430,HomeImp,Self,7,0,0,243.7324175,3,50,35.87195895
24000,111488,163796,DebtCon,Mgr,15,0,0,185.8020505,0,25,32.22967397
24000,17575,50375,DebtCon,Other,23,0,0,135.7640508,0,11,22.9810051
24100,164155,225184,HomeImp,Self,2,,,,,,31.56422692
24100,57041,92081,DebtCon,Other,7,0,0,230.0597297,0,19,35.89670864
24100,77435,113000,DebtCon,ProfExe,10,0,1,124.7666667,0,19,
24100,30951,58000,DebtCon,Mgr,11,0,4,36.5,0,12,
24100,184697,238729,DebtCon,ProfExe,2,0,0,317.6925568,0,26,37.78203628
24100,61811,97086,DebtCon,Other,6,0,0,222.6265908,1,19,34.68253701
24100,80005,102098,DebtCon,Other,18,1,0,196.2531041,1,12,39.7589325
24100,104442,161366,DebtCon,Mgr,14,0,0,195.6423332,0,25,34.54080952
24100,95549,112283,DebtCon,Other,22,0,0,243.3497326,0,28,39.08269663
24100,57555,90732,DebtCon,Other,8,0,0,236.9619925,1,19,37.93487786
24100,,49433,DebtCon,Other,,,,83.09972613,,13,26.14897018
24200,10286,,DebtCon,Other,24.5,0,1,216.1333333,4,32,
24200,45902,70212,DebtCon,Other,25,0,0,303.7624695,3,32,35.22386162
24200,91491,141827,DebtCon,ProfExe,21,1,0,163.1743772,0,25,42.06098177
24200,92572,121310,HomeImp,Mgr,9,0,0,117.0455007,1,24,30.48278003
24200,242111,266670,HomeImp,Self,6,1,0,243.0031287,3,51,36.57538774
24200,49798,67458,DebtCon,Other,6,0,0,68.93111023,2,18,36.46436586
24200,121000,162900,DebtCon,Self,13,1,1,151.9333333,1,35,
24200,37500,,,ProfExe,4,0,0,123.8,0,14,
24200,39808,,DebtCon,Self,3,1,0,184.7251127,0,16,51.63038059
24200,68477,91598,DebtCon,Other,16,0,0,88.66520126,0,17,32.52309222
24200,22763,47622,DebtCon,Other,23,0,0,126.9226912,1,10,23.04094471
24200,63229,89394,DebtCon,Other,15,0,0,84.66879155,0,16,35.60488671
24200,150939,183208,DebtCon,Other,1,0,0,205.776802,0,34,39.65633406
24200,90626,116601,DebtCon,Self,2,0,0,226.1163866,1,27,34.49993837
24200,104005,158224,DebtCon,Mgr,14,0,0,175.6220829,0,25,33.99242445
24300,142000,175000,DebtCon,ProfExe,6,0,0,323.6666667,0,35,
24300,70912,98353,DebtCon,ProfExe,9,1,0,126.2435974,3,26,36.37253142
24300,50826,68199,DebtCon,Other,7,0,0,71.1819889,1,19,36.49620108
24300,93520,137241,DebtCon,ProfExe,,0,0,199.7635632,0,20,27.47155969
24300,41323,73309,DebtCon,Other,27,0,1,298.1859041,2,32,36.15527752
24300,110442,138581,DebtCon,Mgr,9,2,0,175.1536895,4,17,40.34888533
24300,236390,262210,HomeImp,Self,6,0,0,243.0779001,2,50,36.90666497
24300,,144123,,,,,,,,,15.52923014
24300,55579,98320,DebtCon,ProfExe,1,0,0,187.0218108,0,26,33.47337359
24300,21660,48475,DebtCon,Other,26,0,0,102.7828355,0,10,23.24795828
24300,123686,153184,DebtCon,Mgr,4,0,0,298.2829133,0,25,36.33656439
24300,,60628,DebtCon,Other,23,0,0,145.2927361,0,9,22.98481899
24300,42276,68775,DebtCon,Other,24,0,0,309.6835856,2,31,32.74650689
24400,110177,145000,DebtCon,Office,5,,,293.2365248,2,36,
24400,119000,144400,DebtCon,Mgr,33,0,2,229.3,7,36,
24400,88000,119100,HomeImp,Other,12,0,0,84.23333333,5,19,
24400,237543,261393,HomeImp,Self,3,1,0,254.517448,2,50,37.90658567
24400,69873,101484,DebtCon,Other,15,0,6,225.7525542,0,29,
24400,50317,71327,DebtCon,Other,6,0,0,45.48580177,1,18,37.01414079
24400,87838,104468,HomeImp,,6,,,,,,30.28035484
24400,119111,154860,DebtCon,Mgr,3,0,0,296.9303901,0,25,38.49313261
24400,147073,182069,DebtCon,Other,2,0,0,173.7149466,0,35,37.81236793
24400,26366,54775,DebtCon,Other,13,0,0,101.6362349,2,24,29.09588127
24400,,59888,DebtCon,Other,,0,0,288.2296811,0,19,38.58133284
24400,,28900,HomeImp,Other,24,0,0,81.16666667,2,15,
24400,109253,158257,DebtCon,Mgr,17,0,0,193.9652872,0,25,34.59449254
24400,93411,140031,HomeImp,ProfExe,6,0,0,177.5112494,0,32,31.02733592
24400,65233,96473,DebtCon,Other,15,0,0,80.09869097,1,17,35.44294677
24400,91316,147837,DebtCon,ProfExe,23,0,0,170.0567485,0,24,42.66845465
24400,80065,118423,DebtCon,ProfExe,8,0,1,126.5427462,0,18,26.2739081
24400,61260,103842,DebtCon,ProfExe,1,0,0,179.5402847,0,26,33.59045514
24400,217533,289931,HomeImp,ProfExe,6,,3,471.8875266,,55,31.33780789
24400,112178,159638,DebtCon,Mgr,17,0,0,197.9695585,0,26,33.13017589
24400,95843,123377,DebtCon,Self,2,0,0,201.9767562,1,26,32.90346813
24500,33537,57048,DebtCon,Other,14,0,0,99.37613252,1,24,28.49500481
24500,,149489,,,,,,,,,15.44348605
24500,21470,52228,DebtCon,Other,25,0,0,124.5599493,0,11,23.88812168
24500,80072,107559,DebtCon,Other,18,0,0,194.8774602,0,12,39.21016963
24500,118251,158758,DebtCon,Mgr,2,0,0,282.6499217,0,24,38.84480195
24500,69615,94656,DebtCon,ProfExe,7,0,1,136.5556217,3,26,35.56529668
24500,134188,171658,DebtCon,Other,5,1,0,219.1675779,0,20,34.98614057
24500,67336,96060,DebtCon,ProfExe,8,0,1,142.3442498,3,25,35.97985624
24500,62490,97467,DebtCon,Other,14,0,0,96.97267872,1,17,34.97565503
24500,95736,134000,HomeImp,Mgr,1.5,0,1,122.5,2,20,
24500,52000,84915,DebtCon,Office,0.4,0,1,93.16666667,0,23,
24500,216787,281351,HomeImp,ProfExe,5,,4,473.8139861,,55,31.20117485
24500,,51623,DebtCon,Other,,,,91.86238836,,12,28.87957066
24500,82756,122917,DebtCon,ProfExe,11,0,1,108.6501412,0,18,26.12743668
24500,123319,159934,DebtCon,Mgr,2,0,0,300.6251895,0,25,37.7861752
24500,,35543,HomeImp,Other,21,0,0,83.11198815,1,15,29.8556335
24600,113034,165176,DebtCon,Mgr,15,0,0,194.842164,0,26,32.77014793
24600,83099,113245,DebtCon,ProfExe,9,0,1,122.7492164,0,19,28.12573109
24600,71862,94704,DebtCon,Other,1,0,0,93.26171339,2,29,35.2905832
24600,41300,61700,DebtCon,Office,19,0,0,181.6333333,2,22,
24600,135278,164559,DebtCon,Other,5,1,0,225.3668485,0,20,34.07915769
24600,,146804,,,,,,,,,17.26353485
24600,75636,112956,DebtCon,ProfExe,1,1,0,318.5461654,3,42,
24600,221331,289991,HomeImp,ProfExe,5,,4,474.0270741,,55,31.46338455
24700,55435,89663,DebtCon,Mgr,7,0,0,252.6220694,2,26,34.74184793
24700,149235,178454,DebtCon,ProfExe,5,0,0,324.1377835,0,34,38.70999145
24700,111107,163926,DebtCon,Mgr,15,0,1,170.6294314,1,26,32.93429181
24700,23231,54024,DebtCon,Other,24,0,0,118.1540915,0,11,23.26522492
24700,109377,133116,DebtCon,Mgr,10,1,0,184.3557829,5,17,40.2026301
24700,79347,108238,DebtCon,Other,0,1,0,45.62588779,6,49,46.99603429
24700,53925,83056,DebtCon,Mgr,4,0,0,251.1883928,2,25,34.88924173
24700,44306,74197,DebtCon,Other,5,0,0,73.71525064,1,18,35.44157026
24700,98900,115052,DebtCon,Other,23,0,0,239.4260738,1,26,41.70053078
24700,77022,112172,DebtCon,Mgr,9,0,1,306.8710779,2,28,30.12004195
24800,,59934,DebtCon,Other,,0,1,305.6823468,0,18,38.02973836
24800,,63753,DebtCon,Other,,0,0,300.7572856,0,19,40.13447676
24800,144410,211936,HomeImp,ProfExe,3,0,0,195.0703595,1,28,38.92615688
24800,109084,140355,DebtCon,Mgr,11,2,0,183.7952585,5,18,40.60479583
24800,,45167,DebtCon,Other,,,,84.73561794,,12,28.45701893
24800,98139,121696,DebtCon,Self,3,0,0,208.5232669,1,27,32.64426513
24800,132000,165000,DebtCon,Mgr,19,0,0,187.6666667,4,35,
24800,37200,67000,DebtCon,Other,10,1,8,242.4666667,4,23,
24800,82670,106563,DebtCon,Mgr,8,0,0,302.984432,2,28,30.95648584
24800,43287,72898,DebtCon,Other,8,0,0,87.01103562,1,18,34.0310957
24800,76220,102087,HomeImp,Mgr,6,0,1,126.6410196,0,32,48.56957404
24800,64537,93212,DebtCon,ProfExe,7,1,1,120.3514204,4,25,34.68608867
24900,46116,77519,DebtCon,Other,9,0,0,120.0835519,1,19,42.92950927
24900,60778,94374,DebtCon,Other,5,0,0,232.1188078,1,20,34.92549001
24900,17139,33269,DebtCon,Other,16,3,0,124.1968265,1,18,26.27583242
24900,134427,169444,DebtCon,Other,7,1,0,202.4473261,0,19,35.3492119
24900,89530,146815,DebtCon,ProfExe,19,1,0,164.7703104,1,25,39.34585859
24900,92168,143484,HomeImp,ProfExe,6,0,0,159.5834421,0,31,34.14587135
24900,62191,83694,HomeImp,Other,3,0,0,55.9375123,0,14,62.11072187
24900,51155,83000,DebtCon,Other,9,1,1,139.0333333,3,30,
24900,139241,171296,DebtCon,Other,6,1,0,220.6871583,0,19,35.59165567
24900,77000,115006,DebtCon,Other,10,0,0,293.2333333,0,36,
24900,,48291,DebtCon,Other,,,,94.07837758,,12,25.61784573
25000,74800,105000,DebtCon,Mgr,10,0,5,163.3,2,46,
25000,,60685,DebtCon,Other,,0,0,311.9358895,0,19,39.4217139
25000,60504,93907,DebtCon,Office,1,0,0,99.99371532,0,23,33.49035424
25000,95651,148280,DebtCon,ProfExe,21,1,0,154.5654328,0,24,42.69533127
25000,47032,75957,DebtCon,Other,9,0,7,259.4665279,3,22,40.78797575
25000,,62619,DebtCon,Other,26,0,0,112.9674833,0,8,21.26380538
25000,109000,175000,DebtCon,Sales,17,0,0,298.3333333,1,31,
25000,94000,125000,DebtCon,Office,11,0,1,151.1333333,0,29,
25000,99348,200000,DebtCon,Other,23,0,0,199.8333333,0,19,
25000,149000,202500,HomeImp,Other,11,0,0,256.6666667,2,34,
25000,177000,226000,DebtCon,ProfExe,0.4,0,0,305.1331253,1,33,
25000,136375,236250,HomeImp,ProfExe,29,0,0,354.1,1,19,
25000,23900,55700,,Office,2.5,0,0,116.6333333,2,7,
25000,19600,71000,DebtCon,Other,,2,2,93.33333333,2,26,
25000,145000,185000,HomeImp,Self,2,0,0,176.5,1,17,
25000,57459,96000,DebtCon,Other,16,0,1,133.7666667,0,30,
25000,188545,241279,DebtCon,Other,9,0,0,102.5,2,26,
25000,84000,120000,DebtCon,Other,1.5,0,0,188.7682131,2,25,
25000,94000,141750,DebtCon,Mgr,22,0,0,209,0,13,
25000,77590,108290,DebtCon,Office,10,0,1,396.7333333,0,45,
25000,126462,207200,DebtCon,ProfExe,10,0,0,239.8,3,27,
25000,89000,122000,DebtCon,ProfExe,0,1,0,193.8,3,38,
25000,199000,236200,HomeImp,Other,8,0,0,133.3666667,1,42,
25000,140000,183600,DebtCon,ProfExe,12.6,0,1,148.1333333,0,37,
25000,22800,49523,DebtCon,Other,36,0,0,281.0666667,1,24,
25000,,113000,DebtCon,Mgr,9,1,0,168.4,0,27,
25000,65000,99000,DebtCon,ProfExe,12,0,0,283.0666667,1,33,
25000,42632,71000,DebtCon,Other,24,,1,284.9333333,1,30,
25000,70150,,DebtCon,Office,4,2,,104.5333333,0,7,
25000,71700,122500,DebtCon,Office,0,0,0,303.4,1,24,
25000,69300,111800,DebtCon,Other,5,0,0,95.36666667,2,32,
25000,127491,178453,DebtCon,Mgr,1,,,120.4,,39,
25000,65700,93400,DebtCon,Office,10,0,0,149.1666667,0,21,
25000,98500,130000,DebtCon,Other,5,0,1,201.8333333,4,43,
25000,46451,89600,DebtCon,Office,10,1,2,95.36666667,2,15,
25000,71081,112500,DebtCon,Mgr,3,2,0,87.2,1,27,
25000,,,DebtCon,Other,22,0,2,203.2,0,23,
25000,26743,57000,DebtCon,Other,2,0,0,90.6,3,19,
25000,110048,,DebtCon,Other,1,0,1,126.4,2,24,
25000,110676,,DebtCon,Sales,8,2,0,119.3666667,0,6,
25000,184000,232760,DebtCon,Other,4,0,4,230.1,2,44,
25000,160000,220000,DebtCon,Other,7,0,6,228.0666667,2,35,
25000,82000,128325,DebtCon,Mgr,,0,1,10.13333333,,41,
25000,95000,127000,HomeImp,ProfExe,15,1,2,296.2,2,27,
25000,105750,141000,HomeImp,Office,15,1,2,305.3666667,2,14,
25000,,72970,DebtCon,ProfExe,1.8,4,0,198.8,0,18,
25000,117500,165000,DebtCon,ProfExe,17.5,0,3,239.4,1,27,
25000,123184,200000,DebtCon,Other,12,0,1,160.3,1,32,
25000,90000,128000,DebtCon,Other,10,1,1,73.03333333,5,40,
25000,,48700,DebtCon,ProfExe,11,0,3,41.56666667,3,6,
25000,101250,135000,DebtCon,Self,3,0,0,301.3,4,46,
25000,175225,211000,DebtCon,ProfExe,13,1,2,148.1333333,4,53,
25000,86000,,DebtCon,Other,14,1,0,144.0333333,2,40,
25000,59000,34000,DebtCon,Sales,10,4,2,125.8333333,7,23,
25000,106282,167500,HomeImp,ProfExe,14,2,4,198.8666667,2,28,
25000,68000,,DebtCon,Other,8,,1,134.7666667,3,33,
25000,191600,231000,DebtCon,Other,,,3,106.8,1,27,
25000,59841,108620,,Self,20,0,0,101.4666667,0,4,
25000,132000,165000,DebtCon,ProfExe,10,0,0,196.8333333,1,29,
25000,122000,151200,DebtCon,Office,1,1,6,262.3333333,3,30,
25000,104000,188500,DebtCon,Other,0.7,0,11,194.8,1,14,
25000,86000,120000,DebtCon,Mgr,6,2,1,105.5333333,8,16,
25000,11300,154340,DebtCon,Other,19,1,5,119.6666667,1,21,
25000,39000,72500,DebtCon,Other,3,0,1,114.6666667,3,22,
25000,112000,157000,DebtCon,Office,5.5,0,0,63.9,3,9,
25000,103700,172762,DebtCon,Other,4,0,0,,0,0,
25000,75110,114208,DebtCon,Mgr,3,2,0,83.05264747,1,27,45.74394906
25000,,45764,DebtCon,Other,,,,107.1447608,,12,27.77990534
25000,135501,184613,DebtCon,Mgr,0,,,119.5305254,,39,30.65881623
25000,,35000,DebtCon,Other,10,1,,88.93333333,,14,
25000,83624,116976,DebtCon,ProfExe,9,0,0,129.5495932,0,19,29.42773368
25000,72077,104294,DebtCon,Mgr,1,,,232.0511235,4,24,40.64547977
25000,36108,84365,HomeImp,Other,23,0,0,248.8515009,0,7,26.02704025
25100,85337,104607,HomeImp,,6,,,,,,27.95047513
25100,28778,50872,DebtCon,Other,28,0,0,304.1951532,,12,31.59946433
25100,147622,187441,HomeImp,Self,3,0,0,170.4807208,0,16,41.52143161
25100,77088,111568,DebtCon,Mgr,7,0,0,288.0080252,2,29,32.55083764
25100,21490,71571,DebtCon,Other,,1,1,101.9251329,1,25,30.44411926
25100,28244,48375,DebtCon,Other,28,0,0,303.0950845,,13,31.68881825
25100,46614,69750,DebtCon,Office,17,0,0,193.2525794,1,22,33.71535165
25100,,59783,DebtCon,Other,,0,0,307.7497359,0,19,39.27702198
25100,65633,100776,DebtCon,Other,15,0,1,141.9381303,0,29,40.62020969
25100,41314,71357,DebtCon,Office,19,0,0,183.6314283,1,22,33.66553412
25100,58042,98964,DebtCon,Other,16,0,1,125.7958639,0,29,38.3722235
25100,26889,47061,DebtCon,Other,28,0,0,318.9013325,,13,31.32456596
25100,118559,150172,DebtCon,Office,4,,,279.1980214,1,37,42.98797946
25100,26211,42517,DebtCon,Other,28,0,0,313.3362279,,12,31.29506957
25100,96627,128022,DebtCon,ProfExe,1,0,0,197.6334714,3,37,35.98054235
25100,66938,92544,DebtCon,ProfExe,8,1,1,135.6650702,4,26,34.56587631
25100,23269,75668,DebtCon,Other,,2,1,73.31788498,2,25,28.16593014
25100,143881,243809,HomeImp,ProfExe,27,0,0,353.9908365,1,18,39.87670703
25100,73398,115065,DebtCon,Other,5,0,0,88.60633747,2,31,42.05024445
25100,44639,75412,DebtCon,Other,22,,1,284.9136704,0,29,39.51801709
25100,24205,54464,DebtCon,Other,25,0,0,116.4407697,0,11,22.45936936
25100,137489,168216,DebtCon,Other,7,1,0,211.2089809,1,20,34.76794885
25100,108235,201918,DebtCon,Other,24,0,0,199.4864637,0,19,23.65233981
25200,94712,127247,DebtCon,Office,8,0,0,166.82201,0,30,39.02592642
25200,55283,103324,DebtCon,ProfExe,0,0,0,181.4513682,0,26,32.92386047
25200,63258,100392,DebtCon,ProfExe,0,0,0,194.7013158,0,25,35.27446098
25200,22773,72541,DebtCon,Other,,1,2,92.583557,1,26,30.42091482
25200,51789,75569,DebtCon,Other,25,,1,281.9286846,1,30,40.87461909
25200,26255,50963,DebtCon,Other,24,0,0,302.4312241,,12,31.25832865
25200,137054,207511,HomeImp,ProfExe,4,0,0,188.5746595,0,27,39.96388766
25200,,68083,DebtCon,Other,26,0,0,128.4230865,0,8,21.05500114
25200,75037,102227,DebtCon,Office,9,0,0,148.7297782,0,21,37.23969674
25200,73168,93608,DebtCon,Office,9,0,0,151.1214795,0,21,35.59032677
25200,55823,90658,DebtCon,Office,0,0,0,85.31414308,0,22,35.57129493
25200,69510,90781,DebtCon,ProfExe,6,0,1,143.8313539,4,25,35.3269126
25200,74038,114722,DebtCon,Mgr,9,0,1,304.0041559,1,28,31.36072725
25300,60084,88898,DebtCon,Other,7,0,0,227.0869244,0,19,36.44443099
25300,137813,214014,HomeImp,ProfExe,5,0,0,187.1925099,0,27,38.65684666
25300,139427,245988,HomeImp,ProfExe,28,0,0,366.1101514,1,18,36.27844415
